external_gene_name;transcript_id;Isoform_id;gene_id;uniprotswissprot
ZNF676;ENST00000397121;;ENSG00000196109;Q8N7Q3
ZNF676;ENST00000395385;;ENSG00000276219;Q8N7Q3
POM121L12;ENST00000408890;;ENSG00000221900;Q8N7R1
CCNYL1;ENST00000392209;Q8N7R7-3;ENSG00000163249;Q8N7R7
CCNYL1;ENST00000295414;Q8N7R7-1;ENSG00000163249;Q8N7R7
CCNYL1;ENST00000339882;Q8N7R7-2;ENSG00000163249;Q8N7R7
DNAJC5G;ENST00000296097;Q8N7S2-1;ENSG00000163793;Q8N7S2
DNAJC5G;ENST00000402462;Q8N7S2-1;ENSG00000163793;Q8N7S2
DNAJC5G;ENST00000406962;Q8N7S2-2;ENSG00000163793;Q8N7S2
EFHB;ENST00000295824;Q8N7U6-1;ENSG00000163576;Q8N7U6
EFHB;ENST00000344838;Q8N7U6-3;ENSG00000163576;Q8N7U6
BEND7;ENST00000341083;Q8N7W2-3;ENSG00000165626;Q8N7W2
BEND7;ENST00000378605;Q8N7W2-2;ENSG00000165626;Q8N7W2
ADGB;ENST00000397944;Q8N7X0-1;ENSG00000118492;Q8N7X0
RBMXL3;ENST00000424776;;ENSG00000175718;Q8N7X1
STPG3;ENST00000388931;Q8N7X2-2;ENSG00000197768;Q8N7X2
STPG3;ENST00000412566;Q8N7X2-4;ENSG00000197768;Q8N7X2
STPG3;ENST00000611378;Q8N7X2-3;ENSG00000197768;Q8N7X2
MAGEB6;ENST00000379034;;ENSG00000176746;Q8N7X4
SIGLECL1;ENST00000601727;;ENSG00000179213;Q8N7X8
SIGLECL1;ENST00000316401;;ENSG00000179213;Q8N7X8
SIGLECL1;ENST00000614422;;ENSG00000179213;Q8N7X8
GOLGA6L1;ENST00000614055;;ENSG00000273976;Q8N7Z2
GOLGA6L1;ENST00000616813;;ENSG00000275009;Q8N7Z2
GOLGA6L1;ENST00000611085;;ENSG00000278247;Q8N7Z2
ANKRD31;ENST00000274361;;ENSG00000145700;Q8N7Z5
STPG4;ENST00000445927;Q8N801-1;ENSG00000239605;Q8N801
STPG4;ENST00000294947;Q8N801-2;ENSG00000239605;Q8N801
UBR7;ENST00000619583;;ENSG00000278787;Q8N806
UBR7;ENST00000013070;;ENSG00000012963;Q8N806
PDILT;ENST00000302451;;ENSG00000169340;Q8N807
SLC35G3;ENST00000297307;;ENSG00000164729;Q8N808
PRR23E;ENST00000624688;;ENSG00000214324;Q8N813
CNTD1;ENST00000588408;Q8N815-1;ENSG00000176563;Q8N815
PPM1N;ENST00000401705;Q8N819-3;ENSG00000213889;Q8N819
PPM1N;ENST00000396737;Q8N819-3;ENSG00000213889;Q8N819
PPM1N;ENST00000451287;Q8N819-1;ENSG00000213889;Q8N819
PPM1N;ENST00000396735;Q8N819-3;ENSG00000213889;Q8N819
ZNF611;ENST00000453741;Q8N823-2;ENSG00000213020;Q8N823
ZNF611;ENST00000652185;Q8N823-1;ENSG00000213020;Q8N823
ZNF611;ENST00000540744;Q8N823-1;ENSG00000213020;Q8N823
ZNF611;ENST00000543227;Q8N823-1;ENSG00000213020;Q8N823
ZNF611;ENST00000602162;Q8N823-2;ENSG00000213020;Q8N823
ZNF611;ENST00000319783;Q8N823-1;ENSG00000213020;Q8N823
ZNF611;ENST00000595798;Q8N823-2;ENSG00000213020;Q8N823
TSPYL6;ENST00000317802;;ENSG00000178021;Q8N831
TTLL6;ENST00000433608;;ENSG00000170703;Q8N841
TTLL6;ENST00000393382;;ENSG00000170703;Q8N841
ZNF713;ENST00000429591;;ENSG00000178665;Q8N859
SPMIP4;ENST00000409280;;ENSG00000153790;Q8N865
SPMIP4;ENST00000283905;;ENSG00000153790;Q8N865
FRMD1;ENST00000283309;Q8N878-1;ENSG00000153303;Q8N878
FRMD1;ENST00000440994;Q8N878-2;ENSG00000153303;Q8N878
ZNF614;ENST00000356322;Q8N883-2;ENSG00000142556;Q8N883
ZNF614;ENST00000270649;Q8N883-1;ENSG00000142556;Q8N883
CGAS;ENST00000370318;Q8N884-2;ENSG00000164430;Q8N884
CGAS;ENST00000370315;Q8N884-1;ENSG00000164430;Q8N884
ZNF366;ENST00000318442;;ENSG00000178175;Q8N895
ANKRD44;ENST00000282272;Q8N8A2-1;ENSG00000065413;Q8N8A2
ANKRD44;ENST00000328737;Q8N8A2-4;ENSG00000065413;Q8N8A2
ANKRD44;ENST00000409153;Q8N8A2-3;ENSG00000065413;Q8N8A2
ANKRD44;ENST00000409919;Q8N8A2-5;ENSG00000065413;Q8N8A2
DDX51;ENST00000673535;;ENSG00000288503;Q8N8A6
DDX51;ENST00000397333;;ENSG00000185163;Q8N8A6
TCEANC;ENST00000696127;Q8N8B7-1;ENSG00000176896;Q8N8B7
TCEANC;ENST00000380600;Q8N8B7-1;ENSG00000176896;Q8N8B7
TCEANC;ENST00000696128;Q8N8B7-1;ENSG00000176896;Q8N8B7
TCEANC;ENST00000696129;Q8N8B7-1;ENSG00000176896;Q8N8B7
TCEANC;ENST00000544987;Q8N8B7-2;ENSG00000176896;Q8N8B7
TCEANC;ENST00000490617;Q8N8B7-1;ENSG00000176896;Q8N8B7
TCEANC;ENST00000696130;Q8N8B7-1;ENSG00000176896;Q8N8B7
PDCD7;ENST00000204549;;ENSG00000090470;Q8N8D1
NKAIN3;ENST00000523211;;ENSG00000185942;Q8N8D7
ZNF513;ENST00000407879;Q8N8E2-2;ENSG00000163795;Q8N8E2
ZNF513;ENST00000323703;Q8N8E2-1;ENSG00000163795;Q8N8E2
CEP112;ENST00000535342;Q8N8E3-1;ENSG00000154240;Q8N8E3
CEP112;ENST00000392769;Q8N8E3-1;ENSG00000154240;Q8N8E3
CEP112;ENST00000317442;Q8N8E3-2;ENSG00000154240;Q8N8E3
YIPF7;ENST00000332990;;ENSG00000177752;Q8N8F6
LSMEM1;ENST00000439068;Q8N8F7-1;ENSG00000181016;Q8N8F7
LSMEM1;ENST00000312849;Q8N8F7-1;ENSG00000181016;Q8N8F7
VGLL2;ENST00000352536;Q8N8G2-2;ENSG00000170162;Q8N8G2
VGLL2;ENST00000326274;Q8N8G2-1;ENSG00000170162;Q8N8G2
SAMD12;ENST00000314727;;ENSG00000177570;Q8N8I0
ZNF615;ENST00000602063;Q8N8J6-1;ENSG00000197619;Q8N8J6
ZNF615;ENST00000598071;Q8N8J6-2;ENSG00000197619;Q8N8J6
ZNF615;ENST00000594083;Q8N8J6-2;ENSG00000197619;Q8N8J6
ZNF615;ENST00000376716;Q8N8J6-1;ENSG00000197619;Q8N8J6
ZNF615;ENST00000618487;Q8N8J6-2;ENSG00000197619;Q8N8J6
FAM241A;ENST00000309733;;ENSG00000174749;Q8N8J7
KIAA1958;ENST00000337530;Q8N8K9-1;ENSG00000165185;Q8N8K9
KIAA1958;ENST00000374244;Q8N8K9-2;ENSG00000165185;Q8N8K9
KIAA1958;ENST00000536272;Q8N8K9-3;ENSG00000165185;Q8N8K9
ZNF491;ENST00000323169;;ENSG00000177599;Q8N8L2
ARL10;ENST00000310389;;ENSG00000175414;Q8N8L6
NAT16;ENST00000300303;Q8N8M0-1;ENSG00000167011;Q8N8M0
NAT16;ENST00000455377;Q8N8M0-1;ENSG00000167011;Q8N8M0
NAT16;ENST00000443096;Q8N8M0-2;ENSG00000167011;Q8N8M0
RNF152;ENST00000312828;;ENSG00000176641;Q8N8N0
PTGR2;ENST00000555661;Q8N8N7-1;ENSG00000140043;Q8N8N7
PTGR2;ENST00000555228;Q8N8N7-1;ENSG00000140043;Q8N8N7
PTGR2;ENST00000267568;Q8N8N7-1;ENSG00000140043;Q8N8N7
CYB561D1;ENST00000393709;Q8N8Q1-5;ENSG00000174151;Q8N8Q1
CYB561D1;ENST00000420578;Q8N8Q1-1;ENSG00000174151;Q8N8Q1
CYB561D1;ENST00000310611;Q8N8Q1-2;ENSG00000174151;Q8N8Q1
CYB561D1;ENST00000369868;Q8N8Q1-3;ENSG00000174151;Q8N8Q1
CYB561D1;ENST00000430195;Q8N8Q1-4;ENSG00000174151;Q8N8Q1
ENDOV;ENST00000520367;Q8N8Q3-2;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000518137;Q8N8Q3-1;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000323854;Q8N8Q3-3;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000520284;Q8N8Q3-4;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000517795;Q8N8Q3-5;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000518907;Q8N8Q3-4;ENSG00000173818;Q8N8Q3
ENDOV;ENST00000518901;Q8N8Q3-5;ENSG00000173818;Q8N8Q3
COX18;ENST00000295890;Q8N8Q8-1;ENSG00000163626;Q8N8Q8
NIPA2;ENST00000398014;Q8N8Q9-2;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000359727;Q8N8Q9-2;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000674173;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000337451;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000674289;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000674477;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000398013;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000674330;Q8N8Q9-1;ENSG00000140157;Q8N8Q9
NIPA2;ENST00000539711;Q8N8Q9-2;ENSG00000140157;Q8N8Q9
SLC25A29;ENST00000554912;Q8N8R3-3;ENSG00000197119;Q8N8R3
SLC25A29;ENST00000359232;Q8N8R3-1;ENSG00000197119;Q8N8R3
SLC25A29;ENST00000392908;Q8N8R3-2;ENSG00000197119;Q8N8R3
SLC25A29;ENST00000556505;Q8N8R3-3;ENSG00000197119;Q8N8R3
SLC25A29;ENST00000555927;Q8N8R3-3;ENSG00000197119;Q8N8R3
C2orf69;ENST00000319974;;ENSG00000178074;Q8N8R5
ARL14EP;ENST00000282032;;ENSG00000152219;Q8N8R7
ENAH;ENST00000366843;Q8N8S7-2;ENSG00000154380;Q8N8S7
ENAH;ENST00000366844;Q8N8S7-1;ENSG00000154380;Q8N8S7
CDYL2;ENST00000570137;;ENSG00000166446;Q8N8U2
RTL3;ENST00000321110;;ENSG00000179300;Q8N8U3
BMPER;ENST00000297161;;ENSG00000164619;Q8N8U9
BMPER;ENST00000649409;;ENSG00000164619;Q8N8U9
GBP7;ENST00000294671;;ENSG00000213512;Q8N8V2
ANKS4B;ENST00000639229;;ENSG00000284290;Q8N8V4
ANKS4B;ENST00000311620;;ENSG00000175311;Q8N8V4
PNPLA1;ENST00000312917;Q8N8W4-3;ENSG00000180316;Q8N8W4
PNPLA1;ENST00000388715;Q8N8W4-2;ENSG00000180316;Q8N8W4
PNPLA1;ENST00000394571;Q8N8W4-1;ENSG00000180316;Q8N8W4
MAB21L3;ENST00000684484;;ENSG00000173212;Q8N8X9
MAB21L3;ENST00000369500;;ENSG00000173212;Q8N8X9
MAB21L3;ENST00000683341;;ENSG00000173212;Q8N8X9
ATP6V0D2;ENST00000285393;;ENSG00000147614;Q8N8Y2
ZFP41;ENST00000520584;;ENSG00000181638;Q8N8Y5
ZFP41;ENST00000330701;;ENSG00000181638;Q8N8Y5
DCBLD1;ENST00000296955;Q8N8Z6-2;ENSG00000164465;Q8N8Z6
DCBLD1;ENST00000338728;Q8N8Z6-1;ENSG00000164465;Q8N8Z6
ZNF441;ENST00000357901;Q8N8Z8-1;ENSG00000197044;Q8N8Z8
DAND5;ENST00000317060;;ENSG00000179284;Q8N907
C14orf180;ENST00000630349;;ENSG00000274126;Q8N912
C14orf180;ENST00000618752;;ENSG00000274126;Q8N912
C14orf180;ENST00000557649;;ENSG00000184601;Q8N912
C14orf180;ENST00000410013;;ENSG00000184601;Q8N912
AMER3;ENST00000321420;;ENSG00000178171;Q8N944
PRELID2;ENST00000334744;Q8N945-1;ENSG00000186314;Q8N945
PRELID2;ENST00000394450;Q8N945-2;ENSG00000186314;Q8N945
PRELID2;ENST00000505416;Q8N945-3;ENSG00000186314;Q8N945
PRELID2;ENST00000683046;Q8N945-3;ENSG00000186314;Q8N945
ANKFN1;ENST00000318698;;ENSG00000153930;Q8N957
CEP120;ENST00000306467;Q8N960-1;ENSG00000168944;Q8N960
CEP120;ENST00000508442;Q8N960-2;ENSG00000168944;Q8N960
CEP120;ENST00000328236;Q8N960-1;ENSG00000168944;Q8N960
CEP120;ENST00000306481;Q8N960-2;ENSG00000168944;Q8N960
ABTB2;ENST00000435224;Q8N961-1;ENSG00000166016;Q8N961
ZDHHC22;ENST00000319374;;ENSG00000177108;Q8N966
LRTM2;ENST00000643383;;ENSG00000285383;Q8N967
LRTM2;ENST00000646030;;ENSG00000285383;Q8N967
LRTM2;ENST00000643163;;ENSG00000285383;Q8N967
LRTM2;ENST00000543818;;ENSG00000166159;Q8N967
LRTM2;ENST00000299194;;ENSG00000166159;Q8N967
LRTM2;ENST00000535041;;ENSG00000166159;Q8N967
ZNF709;ENST00000397732;;ENSG00000242852;Q8N972
MRPL43;ENST00000318325;Q8N983-1;ENSG00000055950;Q8N983
MRPL43;ENST00000370242;Q8N983-7;ENSG00000055950;Q8N983
MRPL43;ENST00000299179;Q8N983-2;ENSG00000055950;Q8N983
MRPL43;ENST00000342071;Q8N983-6;ENSG00000055950;Q8N983
MRPL43;ENST00000370236;Q8N983-4;ENSG00000055950;Q8N983
MRPL43;ENST00000318364;Q8N983-4;ENSG00000055950;Q8N983
MRPL43;ENST00000370234;Q8N983-3;ENSG00000055950;Q8N983
NECAB1;ENST00000417640;Q8N987-1;ENSG00000123119;Q8N987
NECAB1;ENST00000522820;Q8N987-2;ENSG00000123119;Q8N987
NECAB1;ENST00000521366;Q8N987-2;ENSG00000123119;Q8N987
ZNF557;ENST00000252840;Q8N988-2;ENSG00000130544;Q8N988
ZNF557;ENST00000414706;Q8N988-1;ENSG00000130544;Q8N988
CCDC89;ENST00000316398;;ENSG00000179071;Q8N998
RLIG1;ENST00000356891;Q8N999-1;ENSG00000133641;Q8N999
CNEP1R1;ENST00000458059;Q8N9A8-2;ENSG00000205423;Q8N9A8
CNEP1R1;ENST00000427478;Q8N9A8-1;ENSG00000205423;Q8N9A8
ANKRD42;ENST00000393389;Q8N9B4-2;ENSG00000137494;Q8N9B4
ANKRD42;ENST00000393392;Q8N9B4-1;ENSG00000137494;Q8N9B4
JMY;ENST00000396137;Q8N9B5-1;ENSG00000152409;Q8N9B5
RASGEF1A;ENST00000374459;Q8N9B8-2;ENSG00000198915;Q8N9B8
RASGEF1A;ENST00000395810;Q8N9B8-1;ENSG00000198915;Q8N9B8
RASGEF1A;ENST00000395809;Q8N9B8-1;ENSG00000198915;Q8N9B8
IGSF22;ENST00000513874;Q8N9C0-2;ENSG00000179057;Q8N9C0
FAM133A;ENST00000332647;;ENSG00000179083;Q8N9E0
FAM133A;ENST00000322139;;ENSG00000179083;Q8N9E0
FAM133A;ENST00000683942;;ENSG00000179083;Q8N9E0
NAT8L;ENST00000423729;;ENSG00000185818;Q8N9F0
GDPD1;ENST00000284116;Q8N9F7-1;ENSG00000153982;Q8N9F7
GDPD1;ENST00000581140;Q8N9F7-3;ENSG00000153982;Q8N9F7
GDPD1;ENST00000581276;Q8N9F7-2;ENSG00000153982;Q8N9F7
ZNF454;ENST00000320129;;ENSG00000178187;Q8N9F8
ZNF454;ENST00000519564;;ENSG00000178187;Q8N9F8
EXD3;ENST00000340951;Q8N9H8-1;ENSG00000187609;Q8N9H8
EXD3;ENST00000479452;Q8N9H8-4;ENSG00000187609;Q8N9H8
EXD3;ENST00000465160;Q8N9H8-5;ENSG00000187609;Q8N9H8
SYT2;ENST00000367267;;ENSG00000143858;Q8N9I0
SYT2;ENST00000367268;;ENSG00000143858;Q8N9I0
DTX3;ENST00000548804;Q8N9I9-1;ENSG00000178498;Q8N9I9
DTX3;ENST00000337737;Q8N9I9-1;ENSG00000178498;Q8N9I9
DTX3;ENST00000548198;Q8N9I9-1;ENSG00000178498;Q8N9I9
DTX3;ENST00000551632;Q8N9I9-2;ENSG00000178498;Q8N9I9
ZNF565;ENST00000304116;Q8N9K5-2;ENSG00000196357;Q8N9K5
ZNF565;ENST00000392173;Q8N9K5-2;ENSG00000196357;Q8N9K5
ZNF565;ENST00000355114;Q8N9K5-1;ENSG00000196357;Q8N9K5
ZIC4;ENST00000383075;Q8N9L1-1;ENSG00000174963;Q8N9L1
ZIC4;ENST00000484399;Q8N9L1-1;ENSG00000174963;Q8N9L1
ZIC4;ENST00000473123;Q8N9L1-1;ENSG00000174963;Q8N9L1
ZIC4;ENST00000491672;Q8N9L1-4;ENSG00000174963;Q8N9L1
ZIC4;ENST00000425731;Q8N9L1-5;ENSG00000174963;Q8N9L1
ZIC4;ENST00000525172;Q8N9L1-3;ENSG00000174963;Q8N9L1
ACOT4;ENST00000326303;;ENSG00000177465;Q8N9L9
C19orf47;ENST00000582783;Q8N9M1-1;ENSG00000160392;Q8N9M1
C19orf47;ENST00000392035;Q8N9M1-2;ENSG00000160392;Q8N9M1
TMEM102;ENST00000638427;;ENSG00000284228;Q8N9M5
TMEM102;ENST00000639387;;ENSG00000284228;Q8N9M5
TMEM102;ENST00000323206;;ENSG00000181284;Q8N9M5
TMEM102;ENST00000396568;;ENSG00000181284;Q8N9M5
ASCC1;ENST00000672957;Q8N9N2-2;ENSG00000138303;Q8N9N2
ASCC1;ENST00000342444;Q8N9N2-1;ENSG00000138303;Q8N9N2
ASCC1;ENST00000317126;Q8N9N2-2;ENSG00000138303;Q8N9N2
ASCC1;ENST00000394915;Q8N9N2-1;ENSG00000138303;Q8N9N2
BANP;ENST00000286122;Q8N9N5-1;ENSG00000172530;Q8N9N5
BANP;ENST00000479780;Q8N9N5-6;ENSG00000172530;Q8N9N5
BANP;ENST00000393208;Q8N9N5-4;ENSG00000172530;Q8N9N5
BANP;ENST00000626016;Q8N9N5-5;ENSG00000172530;Q8N9N5
BANP;ENST00000355022;Q8N9N5-2;ENSG00000172530;Q8N9N5
BANP;ENST00000538234;Q8N9N5-7;ENSG00000172530;Q8N9N5
BANP;ENST00000393207;Q8N9N5-1;ENSG00000172530;Q8N9N5
LRRC57;ENST00000323443;;ENSG00000180979;Q8N9N7
LRRC57;ENST00000397130;;ENSG00000180979;Q8N9N7
LRRC57;ENST00000563454;;ENSG00000180979;Q8N9N7
EIF1AD;ENST00000526451;;ENSG00000175376;Q8N9N8
EIF1AD;ENST00000312234;;ENSG00000175376;Q8N9N8
EIF1AD;ENST00000533544;;ENSG00000175376;Q8N9N8
EIF1AD;ENST00000529964;;ENSG00000175376;Q8N9N8
EIF1AD;ENST00000527249;;ENSG00000175376;Q8N9N8
SREK1IP1;ENST00000513458;;ENSG00000153006;Q8N9Q2
CDRT4;ENST00000619038;;ENSG00000239704;Q8N9R6
SCAI;ENST00000336505;Q8N9R8-1;ENSG00000173611;Q8N9R8
SCAI;ENST00000373549;Q8N9R8-2;ENSG00000173611;Q8N9R8
SNX31;ENST00000311812;Q8N9S9-1;ENSG00000174226;Q8N9S9
SNX31;ENST00000428383;Q8N9S9-2;ENSG00000174226;Q8N9S9
KRI1;ENST00000312962;;ENSG00000129347;Q8N9T8
TC2N;ENST00000610758;Q8N9U0-1;ENSG00000276776;Q8N9U0
TC2N;ENST00000620359;Q8N9U0-1;ENSG00000276776;Q8N9U0
TC2N;ENST00000632584;Q8N9U0-1;ENSG00000276776;Q8N9U0
TC2N;ENST00000634120;Q8N9U0-2;ENSG00000276776;Q8N9U0
TC2N;ENST00000435962;Q8N9U0-1;ENSG00000165929;Q8N9U0
TC2N;ENST00000340892;Q8N9U0-1;ENSG00000165929;Q8N9U0
TC2N;ENST00000360594;Q8N9U0-1;ENSG00000165929;Q8N9U0
TC2N;ENST00000556018;Q8N9U0-2;ENSG00000165929;Q8N9U0
TRIML1;ENST00000332517;;ENSG00000184108;Q8N9V2
WDSUB1;ENST00000359774;Q8N9V3-1;ENSG00000196151;Q8N9V3
WDSUB1;ENST00000358147;Q8N9V3-2;ENSG00000196151;Q8N9V3
WDSUB1;ENST00000392796;Q8N9V3-1;ENSG00000196151;Q8N9V3
WDSUB1;ENST00000409990;Q8N9V3-1;ENSG00000196151;Q8N9V3
ANKRD53;ENST00000272421;Q8N9V6-2;ENSG00000144031;Q8N9V6
ANKRD53;ENST00000360589;Q8N9V6-1;ENSG00000144031;Q8N9V6
TOPAZ1;ENST00000309765;;ENSG00000173769;Q8N9V7
GOLGA6L2;ENST00000567107;Q8N9W4-3;ENSG00000174450;Q8N9W4
DNAAF3;ENST00000455045;Q8N9W5-7;ENSG00000167646;Q8N9W5
DNAAF3;ENST00000527223;Q8N9W5-3;ENSG00000167646;Q8N9W5
DNAAF3;ENST00000391720;Q8N9W5-6;ENSG00000167646;Q8N9W5
DNAAF3;ENST00000524407;Q8N9W5-1;ENSG00000167646;Q8N9W5
BOLL;ENST00000282278;Q8N9W6-5;ENSG00000152430;Q8N9W6
BOLL;ENST00000321801;Q8N9W6-3;ENSG00000152430;Q8N9W6
BOLL;ENST00000392296;Q8N9W6-1;ENSG00000152430;Q8N9W6
BOLL;ENST00000433157;Q8N9W6-1;ENSG00000152430;Q8N9W6
GARIN2;ENST00000612183;Q8N9W8-1;ENSG00000172717;Q8N9W8
GARIN2;ENST00000534174;Q8N9W8-2;ENSG00000172717;Q8N9W8
FAM181A;ENST00000620448;Q8N9Y4-2;ENSG00000273533;Q8N9Y4
FAM181A;ENST00000617881;Q8N9Y4-1;ENSG00000273533;Q8N9Y4
FAM181A;ENST00000626058;Q8N9Y4-2;ENSG00000273533;Q8N9Y4
FAM181A;ENST00000611800;Q8N9Y4-2;ENSG00000273533;Q8N9Y4
FAM181A;ENST00000557719;Q8N9Y4-2;ENSG00000140067;Q8N9Y4
FAM181A;ENST00000267594;Q8N9Y4-1;ENSG00000140067;Q8N9Y4
FAM181A;ENST00000556222;Q8N9Y4-2;ENSG00000140067;Q8N9Y4
FAM181A;ENST00000557000;Q8N9Y4-2;ENSG00000140067;Q8N9Y4
ZNF610;ENST00000403906;Q8N9Z0-1;ENSG00000167554;Q8N9Z0
ZNF610;ENST00000321287;Q8N9Z0-1;ENSG00000167554;Q8N9Z0
ZNF610;ENST00000601151;Q8N9Z0-2;ENSG00000167554;Q8N9Z0
ZNF610;ENST00000327920;Q8N9Z0-1;ENSG00000167554;Q8N9Z0
ZNF610;ENST00000613461;Q8N9Z0-2;ENSG00000167554;Q8N9Z0
ZNF610;ENST00000616431;Q8N9Z0-1;ENSG00000167554;Q8N9Z0
CCDC71L;ENST00000523505;Q8N9Z2-1;ENSG00000253276;Q8N9Z2
LMNTD1;ENST00000282881;Q8N9Z9-1;ENSG00000152936;Q8N9Z9
LMNTD1;ENST00000458174;Q8N9Z9-5;ENSG00000152936;Q8N9Z9
LMNTD1;ENST00000539744;Q8N9Z9-2;ENSG00000152936;Q8N9Z9
LMNTD1;ENST00000445693;Q8N9Z9-3;ENSG00000152936;Q8N9Z9
LMNTD1;ENST00000413632;Q8N9Z9-4;ENSG00000152936;Q8N9Z9
FSIP1;ENST00000350221;;ENSG00000150667;Q8NA03
L3MBTL4;ENST00000400105;Q8NA19-1;ENSG00000154655;Q8NA19
L3MBTL4;ENST00000400104;Q8NA19-2;ENSG00000154655;Q8NA19
WDR31;ENST00000341761;Q8NA23-2;ENSG00000148225;Q8NA23
WDR31;ENST00000374193;Q8NA23-1;ENSG00000148225;Q8NA23
MFSD2A;ENST00000372811;Q8NA29-2;ENSG00000168389;Q8NA29
MFSD2A;ENST00000372809;Q8NA29-1;ENSG00000168389;Q8NA29
TERB1;ENST00000433154;Q8NA31-1;ENSG00000249961;Q8NA31
TERB1;ENST00000558713;Q8NA31-1;ENSG00000249961;Q8NA31
ZNF383;ENST00000590503;;ENSG00000188283;Q8NA42
ZNF383;ENST00000589413;;ENSG00000188283;Q8NA42
ZNF383;ENST00000352998;;ENSG00000188283;Q8NA42
ZNF383;ENST00000684119;;ENSG00000188283;Q8NA42
CCDC63;ENST00000545036;Q8NA47-2;ENSG00000173093;Q8NA47
CCDC63;ENST00000308208;Q8NA47-1;ENSG00000173093;Q8NA47
IQUB;ENST00000324698;Q8NA54-1;ENSG00000164675;Q8NA54
IQUB;ENST00000466202;Q8NA54-1;ENSG00000164675;Q8NA54
TTC29;ENST00000325106;Q8NA56-1;ENSG00000137473;Q8NA56
C12orf50;ENST00000298699;;ENSG00000165805;Q8NA57
PNLDC1;ENST00000610273;Q8NA58-1;ENSG00000146453;Q8NA58
PNLDC1;ENST00000392167;Q8NA58-2;ENSG00000146453;Q8NA58
CBY2;ENST00000310521;Q8NA61-1;ENSG00000174015;Q8NA61
CBY2;ENST00000378966;Q8NA61-2;ENSG00000174015;Q8NA61
CBY2;ENST00000610924;Q8NA61-2;ENSG00000174015;Q8NA61
CNBD1;ENST00000518476;;ENSG00000176571;Q8NA66
SAXO5;ENST00000361664;;ENSG00000198723;Q8NA69
FAM47B;ENST00000329357;;ENSG00000189132;Q8NA70
POC5;ENST00000428202;Q8NA72-1;ENSG00000152359;Q8NA72
POC5;ENST00000510798;Q8NA72-2;ENSG00000152359;Q8NA72
POC5;ENST00000446329;Q8NA72-3;ENSG00000152359;Q8NA72
DCAF4L2;ENST00000319675;;ENSG00000176566;Q8NA75
TEX19;ENST00000333437;;ENSG00000182459;Q8NA77
MARCHF10;ENST00000456609;;ENSG00000173838;Q8NA82
MARCHF10;ENST00000311269;;ENSG00000173838;Q8NA82
THAP8;ENST00000292894;;ENSG00000161277;Q8NA92
ATG16L2;ENST00000321297;Q8NAA4-1;ENSG00000168010;Q8NAA4
LRRC75A;ENST00000409083;Q8NAA5-2;ENSG00000181350;Q8NAA5
LRRC75A;ENST00000470794;Q8NAA5-1;ENSG00000181350;Q8NAA5
KBTBD3;ENST00000531837;;ENSG00000182359;Q8NAB2
KBTBD3;ENST00000526793;;ENSG00000182359;Q8NAB2
IL17RC;ENST00000416074;Q8NAC3-7;ENSG00000163702;Q8NAC3
IL17RC;ENST00000383812;Q8NAC3-3;ENSG00000163702;Q8NAC3
IL17RC;ENST00000295981;Q8NAC3-1;ENSG00000163702;Q8NAC3
IL17RC;ENST00000403601;Q8NAC3-2;ENSG00000163702;Q8NAC3
IL17RC;ENST00000483582;Q8NAC3-4;ENSG00000163702;Q8NAC3
IL17RC;ENST00000696816;Q8NAC3-8;ENSG00000163702;Q8NAC3
IL17RC;ENST00000455057;Q8NAC3-6;ENSG00000163702;Q8NAC3
IL17RC;ENST00000413608;Q8NAC3-5;ENSG00000163702;Q8NAC3
ZNF579;ENST00000325421;;ENSG00000218891;Q8NAF0
ANKLE1;ENST00000404085;Q8NAG6-2;ENSG00000160117;Q8NAG6
ZSCAN4;ENST00000318203;;ENSG00000180532;Q8NAM6
MIGA1;ENST00000370791;Q8NAN2-1;ENSG00000180488;Q8NAN2
ZBTB38;ENST00000514251;;ENSG00000177311;Q8NAP3
ZBTB38;ENST00000637056;;ENSG00000177311;Q8NAP3
ZBTB38;ENST00000441582;;ENSG00000177311;Q8NAP3
ZBTB38;ENST00000321464;;ENSG00000177311;Q8NAP3
ZBTB8B;ENST00000609129;Q8NAP8-1;ENSG00000273274;Q8NAP8
POMGNT2;ENST00000687440;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000441964;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000344697;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000692017;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000693717;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000689987;;ENSG00000144647;Q8NAT1
POMGNT2;ENST00000686643;;ENSG00000144647;Q8NAT1
